no|title|text|senti_value;;
6753|Kecewa|sebelum nya saya 3x transaksi selalu sukses, nominal juga 1 juta-an sampai 3 juta-an, saya pikir aman aja lah Lazada dan saya putuskan utk beli ipad air 2, ternyata saya salah dan disana kepercayaan saya dirusak. Pesanan dibatalkan sepihak, nominal 8juta ++ proses refund sudah lewat dari 7-14 hari, masih minta 2x24 jam utk investigasi, lalu meminta saya menunggu lagi for another 7-14 days. WTF! dan jawaban CS masih bertele2 alasan A-Z saya sampai hafal, liat comment2 FB, Instagram, Email balasan, Live chat, semua ga ada yg membantu, cuma bisa suruh kita tunggu tunggu dan tunggu. ga jelas uang kita itu sebenarnya diapakan. sudah coba contact CEO Magnus Ekbom, namun tanggapan nya singkat, padat, tapi tetap tidak jelas uang saya dikemanakan. jadi nama Lazada sudah saya blacklist. Bukalapak dan Tokopedia proses refund saja tidak pernah lebih dari 2x24 Jam. ini bisa berminggu2 sampai hitungan bulan, ga masuk akal sistem nya. masih dipertanyakan sistem error atau human error? ini sudah keterlaluan karena sudah banyak korban refund, 1 orang korban 1-10 juta, 100 orang korban sudah makmur Lazada.|1;;
6754|LAZADA PENIPU. BERKEDOK TOKO ONLINE|Saya order barang di LAZADA sudah tranasfer, dibatalkan secara sepihak oleh LAZADA. Saya live chat dgn customer service disuruh refund online dan mengirimkan bukti transfer. OKE saya refund online dan mengirimkan bukti transfernya. Dijanjikan 3-7 hari uang kembali. Sudah 3 minggu uang belum dikembalikan juga. Kapok beli barang di LAZADA. BUAT YANG LAIN. YANG BELUM MERASAKAN, MENDINGAN JANGAN SEKALI-KALI BELANJA ONLINE DI LAZADA. LAZADA PENIPU BERKEDOK TOKO ONLINE.!|1;;
6757|Black market barang lazada|Pada tanggal 12 desember 2014. Saya mmbeli hp zenfone 5 asus. Dengan nomer pemesanan 306363115. Hp zenfone sudah saya coba. Smuanya masih dalam keadaan normal, tapi dalam 1 bln kmudian, signal di hp tiba2 mendadak hilang. Sdh saya coba restart dan restore, hsilnya pun nihil, kmudian saya bawa ke center asus, ternyata phak servis center tidak bisa menerima servis hp saya. Krn imei yang tertera di body belakang hp tidaj masuk dalam dftar, dngan kata lain, barang tersbut adalah black market. Akhirnya sya pun coba servis ditmpat lain, hasilnya pun nihil.dg sngat kcewa, hp nya pun saya masukkan dalam lemari, dan sudah jadi barang museum. Dg sangat penuh kecewa utk tidak lagi membeli barang apapun di lazada, nominal yang standar 1.7 jt, tapi barangnya black mrket. Sungguh sgt disayngkan. Semoga tidak ada korban slnjutnya.|1;;
6758|original atau kw..?????|Dari awal memang pengen tes produk lazada yg konon jaminan barang asli/ori, lalu sy coba pesan 2bh jam tangan merk swiss army no order 363243546, tp setelah barang itu sampai hari ini 22-8-2015, ko jd ragu yah, soalnya produknya berbeda dengan barang dengan merk serupa yg saya beli dengan garansi resmi ditoko resminya swiss army... kualitas dan slogan yang aneh.... Thanks Lazada... kynya bakal pikir mateng-mateng deh buat belanja lagi disini!!!|1;;
6759|lazadanj*ng sampah indonesia,|lazadanj*ng sampah indonesia, , sampai detik ini uang saya belum juga dikembalikan, udah sebulan 1 minggu... parah lu skrg, padahal gua langganan lu dari awal lu buka di indonesia, bagi yg muji2 lazada, ingat! hari naas kalian akan datang jga di lazada, ane jamin, ane bertahun2 dulu nyaman belanja di lazada, tapi tidak lagi sejak belakangan ini, lazada udah berubah menjadi lintah darat! kembalikan uang kami... haram|1;;
"6760|Pengembalian dana tak kunjung tiba|""Pengalaman buruk belanja di LAZADA berawal dari kepengen punya reborn baby doll (boneka mirip manusia)dan LAZADA ngejual boneka itu. akhirna aku order dengan nomor pemesanan 335264456 pada tanggal 5 november 2015, tanggal 6 november 2015 aku transfer sejumlah 1.244.800 dijanjikan pengiriman barang tanggal 14-18 november 2015 via as-china post resi rq997563324cn berhubung barang dari luar tepatnya hongkong, pengiriman estimasi buat luar jakarta 40-45 hari kerja,karena aku tinggal di bandung.aku sabar nunggu deh demi boneka itu.ternyata ada keterlambatan jadi di undur ke tanggal 31 desember 2015 paling telat.sampai tanggal 1 januari 2016 boneka ga dateng-dateng. Akhirnya punya inisiatif sendiri email pihak LAZADA dan menjanjikan maximal 13 januari 2016 bonekaku datang.tanggal 8 januari 2016 LAZADA informasiin barang yang aku pesen udah dikirim 57 hari kalo dalam waktu 7 hari kerja gada info dari aku dianggap barangnya udah dateng, aku infoin barangku belum dateng. Tanggal 12 januari 2016 LAZADA cancel pesanan aku dari sistem LAZADA,di cancel secara sepihak oleh pihak LAZADA.tanggal 13 januari 2016 informasi pembatalan aku di suruh isi form pengembalian dana.tanggal 19 januari 2016 kok uangku belum masuk akhirnya aku telfon customer service LAZADA ternyata baru di proses pengembalian uang tanggal 18 januari 2016 estimasinya 3/7 hari kerja.sampai tanggal 1 februari 2016 uang aku belum balik yang awalnya LAZADA baik di mata aku karena respon nya cepat balas email mulai ga pernah balas email. Aku mesti nelfon customer service yang jatohna interlokal dan selalu dapet jawaban tidak memuaskan. Aku nanya uangku gimana cuma dapet harapan palsu.yang lucu customer service DEDY baru minta bukti transfer pengembalian uang ke bagian keuangan tanggal 1 februari 2016. Bukannya udah di transfer balik dari tanggal 18 januari 2016 aku disuruh nunggu 2x24 jam. Tanggal 3 februari 2016 aku balik lagi telfon di jawab customer service SARAH yang bilang bukti transfer belum dikirim oleh pihak keuangan padahal aku udh nunggu 2x24 jam dan begitu susahnya buat kirim bukti transfer, aku kecewa dan akhirnya ngadu sama suami. Suami nelfon pun malah disuruh nunggu lagi 3-5 hari kedepan. Masa buat kirimin bukti transfer aja mesti nunggu lewat seminggu.aku udah mulai kesal tanggal 4 februari 2016 aku telfon lagi di jawab customer service AJENG yang cuma ada 2 kalimat aja """"mohon maaf atas ketidak nyamanan ibu"""" dan kalau ada info lebih lanjut pihak kami kabari"""". Dan aku desak kapan mau ngabarin aku butuh estimasi hanya bilang 1x24 jam dikabari.sampai hari ini uang aku belum kembali.tanggal 6 februari 2016 3 bulan barang gada uang belum kembali.""|1";;
6761|SANGAT MENGECEWAKAN, LAMBAN , TDK SEMUDAH OLSHOP LAIN !!!|saya pernah pesan 2 hp LG di lazada , selain proses ferivikasi pembayaran yg susah dan tanggapan yang lamban , barang saya hampir 3 minggu baru saya terima itupun harus telfon ke CS nya dulu buat marah2 baru di proses n diperhatikan... KAPOK belanja dsini lagi msh enakan di elevenia .|1;;
6763|Sangat sangat mengecewakan!|Ini pengalaman saya belanja di lazada. Untung saya memutuskan membeli dulu barang yang harganya relatif tidak mahal sebelum membeli barang2 yang lain. Saya memesan 2 item barang berupa clutch Sanwood Women Rivet Card Evening Bag . Harga kalau tidak salah saat itu tercantum 1.570.000,- dan didiskon sekitar 85% ( kalau tidak salah ) , pokoknya saya bayar untuk 2 item Rp. 288.000,- . Saya sebetulnya tidak terlalu percaya dengan diskon yang begitu besar, tapi saya pikir paling juga barangnya sesuai harga yg 150 rban. Disitu dicantumkan bahwa barang dikirim dari luar negeri . Sebelum order saya telpon ke lazada menanyakan soal pengembalian barang, menurut petugasnya bisa dikembalikan dengan jangka waktu 14 hr setelah diterima. Ok saya pikir masih masuk akal, maka sayapun order barang tersebut. Pesanan saya tercatat tgl 06-07-2015 dan barang baru saya terima tgl 14-08-2015. Yang membuat saya terkejut dan kecewa, kualitas barang ternyata sangat2 tidak sepadan dengan harganya yang telah diskon sekalipun. memang model sama, tetapi kualitas paling setara dengan barang di pasaran dibawah 100 rb. Mana mungkin barang tersebut harganya Rp. 1.570.000,- (harga yg konon sebelum didiskon). Ini yang membuat saya berpikir seperti jebakan. Pd tgl 18 saya telepon lazada menanyakan pengembalian barang. Dijawab barang bisa dikembalikan dlm 7 hari kerja ( bukan 14), dan saya akan dikirimi formulir via email yg harus saya isi terlebih dahulu. karena belum menerima email apapun, esok harinya saya tanyakan via chat kembali, dan dijawab menunggu 1x24 jam. hari jumat 20-08-2015 saya tanyakan melalui live chat dan dijawab prosedur pengembalian barang secara standar. Begitu saya cek di ' pesanan saya' ternyata muncul ' Anda sudah tidak bisa mengembalikan barang di pesanan ini ..dst' karena dianggap sudah lewat batas waktu pengembalian. Sangata mengecewakan dan membuat saya kapok belanja di lazada. Yang paling membuat saya kecewa adalah kualitas barang yang sangat2 tidak sesuai dengan harga dan gambar yang tertera. Yang aneh saat saya bermaksud membuat review soal barang tersebut ternyata pada ' tulis ulasan tentang produk ini' tidak bisa di klik sama sekali. Jebakan? penipuan? Hati2 dan pikir baik2 sebelum belanja di Lazada.|1;;
"6764|Mau Praktis Malah Ribettt...|""Alasan beli online=ingin Praktis,nyaman dan AMAN.!!!!! Alasan pilih lazada=big player ada di byk negara. kasus= no order 355831846 tgl 14 aug 2015, 2 item (jam guess dan lotion kaki) jam guess mau dijadiin gift birthday bokap tgl 23 aug. tgl 15 aug dpt konfirm pesanan lotion kaki di cancel seller dgn alasan tdk jelas. tgl 18 aug tlp cs tanya status,dikasih no resi dan dikirim email sedang dlm proses diantar. tgl 20 aug no resi msh tdk terlacak, chat dan tlp cs minta cancel saja krn waktu sempit gakan keburu dijaikan gift tgl 23,berniat beli offline saja. dpt email tgl 20 aug bahwa paket sedang proses antar,dikasih no resi lg TAPI BERBEDA DGN NO RESI EMAIL TGL 18 AUG DAN NAMA DIDLM EMAIL BUKAN NAMA SAYA.??? tgl 20 aug dpt email dan tlp kalo pesanan ditolak seller utk cancel.dikasih solusi oleh cs kalo mau refund hrs tunggu barang dtng tp jg dibuka lalu kirim balik ke lazada,isi form dll. RIBETTTT TGL 21 AUG tlp cs.dijwb sedang dlm proses antar.??? TAPI MASIH BELUM TERLACAK... CS LAZADA HANYA BISA 2 HAL (PERTAMA MEMBERI NOMOR RESI DGN CEPAT ENTAH ITU NOMOR APA, KEDUA MENJAWAB """"SEDANG DLM PROSES ANTAR/SEDANG MENUNGGU DIAMBIL KURIR/COBA CEK BERKALA DI JNE) Kesimpulan = Setiap ada pertanyaan status dari konsumen lazada selalu dgn sigap memberi no resi ( entah no apa itu) > asal konsumen diam. kalo konsumen tlp lagi besok2 nya lazada jwb sedang dalam proses pengiriman/sedang menunggu diambil kurir DAN coba cek lagi berkala. Peraturan LAZADA kurang berpihak pd konsumen,pdhal kalo tdk ada konsumen apa seller mau dipotong komisi cuma2???? Buat peraturan yang fair utk seller dan buyer. setelah buyer bayar lunas kalo sampai 3-5 hari seller tdk bisa memberikan kpd kurir dan menampilkan no resi,maka BERI KONSUMEN PILIHAN UTK MEMBATALKAN,MENUNGGU ATO GANTI PRODUK. MENGAPA HARUS RIBET NUNGGU SELLER KIRIM DULU (ENTAH KAPAN KIRIMNYA) LALU KITA HRS ISI FORM,KIRIM BALIK,KONFIRM ,NUNGGU VERIFIKASI LG BLABLABLABLA..... BUAT PERATURAN YANG TEGAS UTK BUYER DAN SELLER,KEDUANYA HARUS DILINDUNGI TAPI YANG FAIR. KALO SELLER BOLEH CANCEL PESANAN KAPAN SAJA TANPA ALASAN, TAPI BUYER TIDAK BISA DGN ALASAN APAPUN... POSISI BUYER SEKARANG DILAZADA ADALAH DIPAKSA UTK """"PASRAH"""" . PERCUMA PUNYA DISKON BESAR,PROGRAM CICILAN 0% DLL. KALO SISTEMNYA SEPERTI INI. BARUSAN BACA REVIEW PENGALAMAN PAHIT YG BELI IPHONE,ASUS,,CAMERA, DLL NAMPAKNYA MIKIR LG BUAT BELANJA DI LAZADA,, SEBELUM LAZADA ADA POLICY BARU UTK KONSUMEN YG LBH BAIK,. KAPOK SAMA RIBETNYA... SAMA SEKALI TDK NYAMAN. SAYA TIDAK LIHAT ADA KONFIRMASI DARI SETIAP MASALAH YG DISHARE DISINI, KECUALI KALO KITA BISA BAWA MASALAH KITA KE MEDIA,BARU ADA TANGGAPAN BAHKAN CEO NYA YG TURUN. ONLINE SHOP LAIN MSH BK YG BISA KASIH PROTEKSI BUYER LEBIH BAIK. BYE LAZADA""|1";;
6765|perusahaan penipu|Lazada ini perusahaan yang tidak cocok hidup di Indonesia. Sama seperti blackberry yg arogan tidak mau membuka server di Indonesia, cepat atau lambat Lazada akan ditinggalkan penggunanya di Indonesia. Kenapa? 1. Lazada sangat arrogan kepada seller. Untuk semua website berbasiskan e-commerce, seller adalah mitra paling penting, tetapi bagi Lazada, seller harus dipersulit hidupnya. Apabila anda pernah menjadj seller di Lazada, anda pasti merasakan bagaimana sulitnya membuka account (verifikasi KTP, tabungan bank, alamat, dll), kesulitan mengedit gambar dengan latar belakang putih, kesulitan disetujui produknya, dan banyak kesulitan lainnya. 2. Lazada gemar memberikan promo palsu. Misalnya sewaktu harbolnas, promo free ongkir jabodetabek, yang pada akhirnya harus ditanggung oleh seller secara sepihak dan janji Lazada untuk mengganti rugi ongkir adalah bohong belaka 3. Lazada tidak mendukung UKM Indonesia. Banyak teman saya yg berjualan di Lazada mengeluhkan produknya tergilas oleh serbuan produk asing yang harganya sangat miring (bayangkan sebuah gelang silver seharga 20.000 rp, impor dan sudah termasuk ongkir!!!). Apakah ini masuk akal? Cuma Tuhan saja yang tahu ... Dari sini saya berpikir, pantes banyak pembeli yang sudah pesan barang ternyata tidak ada/cancel. Lah orang sellernya dari luar negeri pasang harga asal saja kok, belum tentu barang bisa sampai Indonesia. 4. Lazada merasa kecepatan adalah nomor 1, tetapi dia sendiri tidak mendukung seller untuk mewujudkan kecepatan yang menjadi kebanggaannya. Tentunya untuk yang pernah berjualan di Lazada tahu bahwa di Lazada, apabila anda memdapat order, tidak ada notifikasi sama sekali order masuk. Notifikasi di email maupun di applikasi mobile tidak ditemukan sama sekali. Ini sangat berbeda dengan program bukalapak dan tokopedia. Dimana untuk bukalapak, notifikasi order paling pertama setelah kita membuka account malah dikirimkan melalui SMS. Sehingga sangat mudah buat seller untuk merespon order yang masuk yang pada akhirnya baik untuk kecepatan pengiriman. 5. Lazada bukan perusahaan asli Indonesia. Buat apa kita dukung perusahaan yang didirikan asing dan modalnya asing? Lazada juga tidak mendukung industri kecil Indonesia dengan membuka pintu untuk barang impor produksi asing selebar lebarnya. Saya ragu dengan nasionalisme Lazada. Lebih baik kita dukung banyak perusahaan Indonesia seperti bukalapak dan tokopedia yang sistemnya lebih mature dan lebih berkeadilan bagi usaha kecil. Sekian dari saya, bagi para penjual dan pembeli di Lazada silakan dipikirkan lagi apakah masi mau menjual dan membeli produk di website ini? Bagi Lazada, hati-hati arogansi bisa berwujud pada kebangkrutan. Seller dan buyer adalah mitra paling sejati dari e-commerce. Wassalam ...|1;;
6766|9 bln NO solution=PARAH!!!!!!!!!!!!!!!!|Nama saya Budi Sanjaya.. saya konsumen regular Lazada (Lazada bs cek data pembelian saya), tp ada kasus dr tgl 30 nov 2014 sampai sekarang tidak ada solusi real. Sy beli barsng via lazada (nomer 301553797), apple ipad mini dan casing nya. Yg sampai ke saya cuma casing nya saja dan sampai detik ini ipad tdk pernah ada. Berkali kali sy sdh hubungi lazada, dan tetap saja menerim email yg mohon maaf dan akan kami lacak keberadaan unit nya....bukan email yg menjadi solusi disini, tapi solusi nyata... sampai 9 bulan, masih belum ada solusi apa apa...#parah.com|1;;
6767|PENIPUAN KAH ???|ass... Haduuhh... setelah saya baca2 postingan teman2 yg ngorder LAZADA gak ada 10% produk benar2 MENJAMIN... apa masuk akal jika produk yg ingin saya order Iphone4 yg harga aslinya 7jtan jadi 1,9jt an??? Awalnya saya senanggg banget ini harganya kok murah??? Saya udah ngorder tapi blom transaksi pembayaran ke LAZADA, apakah saya tetap harus lanjut atau saya harus urungkan niat saya??? Sepertinya iphone dengan harga sekian murahnya benar2 patut DICURIGAI...|1;;
6768|Lazada penipu !|Sepatu nike kw,mengakunya original. Kecewa!!!|1;;
"6769|KECEWA BERAT Dengan PELAYANAN LAZADA yang LELET|""saya mengalaminya juga,,,, tgl 3 Agustus 2015 saya beli TAB lenovo di lazada,, tapi setelah saya periksa ternyata Tab tsb tidak bisa nyala dan charger-nya pun berbau hangus,, saat itu juga saya langsung melakukan pengembalian barang ke gudang lazada, dan dibantu mengisi form pengembalian barang via tpl dari CS lazada, awal nya saya disarankan untuk menukar produk tsb dengan produk yang baru info dari CS-nya, dengan syarat saya harus segera melakukan pengiriman ulang Tab tsb ke Gudang Lazada, Hari itu juga saya packing Tab tsb dan saya kirim ke Gudang Lazada, saya cukup puas dengan solusi spt itu, karena CS nya mengatakan 3-5 hari kerja Tab Baru saya akan saya terima,, Tetapi sampai 2 minggu TAB nya belum dikirimkan juga oleh Lazada, Alhasil saya tlp, email dan live chat ke lazada,tapi apa jawabanya lazada,,,, """"""""Sungguh Mengecewakan, Lazada hanya memberi janji2 palsu dengan kata2 spt ini """""""" sedang dalam pengecekan, sedang di eskalasi dan sedang dalam proses, bla3x"""" ....Akhirnya pda Tgl 11 Agustus 2015 saya minta pengembalian dana ke lazada, saya di tutor oleh CS lazada untuk mengisi form pengembalian dana / refund dana, setelah selesai saya isi, Cs nya mengatakan akan diproses 3-7 hari,, dan apa yang terjadi, tepat hari iini, tgl 5 agustus 2015 saya mendapat kiriman barang dari lazada yang berisikan TAb Lenovo, padahal sudah berulang kali saya chat, email dan tlp minta dikembalikan uang ,,Bukan penukaran barang.. yang saya herankan kenapa Manjemen Lazada, terkesan tidak Peduli dengan case saya ini, sampai kapan pun saya akan terus menuntut hak saya, sampai lazada mengembalikan uang saya. KECEWA BERAT Dengan PELAYANAN LAZADA yang LELET""|1";;
6770|Barang tidak diterima, status sudah delivery|PENIPUAN LAZADA kepada saya 2015-08-03 10:54:45 Pesanan telah dikirim melalui JNE, no.resi MYCGK[private info removed], Input nomor tracking di JNE memakan waktu antara 1 s.d 3 hari kerja. Anda dapat melihat status pengiriman di www.jne.co.id/ or atau menghubungi [private info removed] 2015-07-31 10:26:17 Pesanan sedang diproses untuk dikirim langsung oleh Penjual. Penjual memiliki waktu maksimal 5 hari kerja untuk mengirimkan barang dan menampilkan nomor resi pengiriman 2015-07-31 10:02:21 Pembayaran telah diterima dan pesanan akan diproses ke pengiriman 2015-07-31 08:24:05 Pesanan telah kami terima dan dalam proses verifikasi 2015-07-31 08:24:05 * Pesanan telah kami terima dan menunggu konfirmasi Pembayaran data diatas hasil copy paste dari status order saya. barang belum diterima tetapi status sudah delivery. setelah dapat kabar delivery dari lazada, saya langsung komplain karena barang belum diterima, dijanjikan akan di investigasi segera. tetapi sampai 1 minggu tidak ada kabar, lalu saya kembali komplain ke lazada, dan sekaligus mengecek ke pihak JNE. oleh pihak lazada KEMBALI DIJANJIKAN AKAN DI INVESTIGASI 1X24jam. Oleh pihak JNE didapat kabar bahwa barang dikirim ke alamat yang berbeda dengan alamat delivery saya. berarti ini kesalahan di pihak LAZADA karena salah memberikan alamat. dan sampai sekarang pihak lazada tidak ada tanggapan sama sekali, dimana saya sudah komplain lebih dari 5x. HATI-HATI lazada penipu|1;;
