no|title|text|senti_value
6068|Gampang dan cepat sampai|Cepet prosesnya|5
6069|aman dan mudah|Sangat membantu untuk jual-beli dan penggunaan mudah dan transaksinya dijamin keamanannya tq bukalapak|5
6070|Simple|Mudah, menarik dan menyenangkan dalam mencari berbagai macam kebutuhan kita. Dengan adanya cicilan 0% membuat semakin bersemangat dalam berbelanja di buka lapak. Semoga semakin banyak lagi feature yang diberikan dan sukses selalu|4
6071|OLSHOP PALING LENGKAP|Belanja online jd lebih mudah, mw beli apa ajh ad d bukalapak. Recomended bageuudd deh pokoknya.|5
6072|so far so good|Terpercaya dan lumayan responsif, terus tingkatin dan jangan bosan memuaskan kami para konsumen|4
6074|terpercaya, aman|belanja disini aman dan terpercaya|5
6075|Pelayanan memuaskan ,responsiv ga mengecewakan,,,|Sejauh ini beberapa kali belanja semua nyaman ,,hanya mungkin tampilan wallnya kalau boleh dibuat lebih menarik, trimakasih,|5
6076|Bukalapak ngga ribet....|Cara beli ngga ribet, kl ada mslh,respon adminnya cepat... Kadang2 sampainya brg ngga sesuai dgn waktu yg dijanjikan...|5
6077|POKOKNYA 100% PUAS BELANJA DI BUKALAPAK. COM DAN DI JAMIN AMAN|Terima kasih bukalapak.com selama ini saya kalau belanja online pastinya saya selalu belanja di bukalapak.com, dan tidak pernah pindah kelain hati karena sudah terjamin aman dan puas belanja di bukalapak.com. Terima kasih bukalapak.com maju terus...|5
6078|Nyaman|enak sebenarnya belanja di buka lapak, tapi tuh kadang ada pelapak yang slow respon gitu, bahkan ga dibalas, sedangkan dia online, maju terus buka lapak, lebih dikembangkan lagi|5
6079|Bukalapak memberikan pelayanan terbaik|Bukalapak menyediakan servis terbaik, top up saldo semau kita, barang pengganti dgn sejenis bila transaksi gagal, respon cepat untuk top up saldo, pembelian pulsa,.,., Jayalah Bukalapak,.,.|5
6080|Bukalapak sangat membantu untuk mendapat produk yang diinginkan|sistem transaksi di bukalapak tidak ribet atau rumit, jadi nyaman untuk berbelanja. event nego itu kok agak membingungkan?|5
6081|Barang2 nya banyak|Bukalapak is the best la|4
6082|buat belanja mudah, aman dan dapat dipercaya|ongkos kirimnya masih tidak sesuai dengan harga di kurirnya, jadi buat para buyer jadi bisa merasa rugi apabila transaksi berat barang lebih dari 3 kg bisa habis di ongkir saja, padahal harga ongkir di resi kurir dengan ongkir di BL beda jauh (LEBIH MAHAL), mohon koreksinya buat admin BL|4
6083|bukalapak simple,ga ribet|Ga repot keluar rumah Terima kasih bukalapak|5
6084|Belanja Mudah dan Aman|belanja dengan mudah dan banyak pilihan serta harga yang kompetitif. selain itu juga ditunjang dengan sistem keamanan pembayaran yang sudah terbukti. dan juga banyaknya pilihan jasa pengiriman. Very Recommended :)|5
6085|Termurah|Produk produk yang murah tapi tidak murahan kualitasnya dan banyak pilihan kurirnya|5
6086|KEBUTUHAN HARIAN JADI SERBA MUDAH|Tidak perlu repot2 utk mencari kebutuhan harian cukup dengan sambil duduk santai minum kopi pilih2 barang kebutuhan, klik transfer, tunggu barang datang selesai... Pembayaran yg aman, klo barang tdk di proses penjual, uang kembali utuh 100%|4
6087|Buka Lapak is the best online sale..|Buka Lapak adalah perusahaan online sale yang terbaik dan paling memuaskan pelayanannya. Saya adalah pelanggan Buka Lapak selalu merasa puas atas pelayanan Buka Lapak yang cepat dan akurat. Semoga kedepannya, Buka Lapak semakin maju dan sukses dalam bisnis online-nya.. Bravo Buka Lapak.. Terima kasih.|5
6088|Rekomended banget dah ..|Proses cepat , banyak pilihan cara pembayaran ..|5
6089|Mudah mencari kebutuhan barang|Harga kompetitif, cuma kadang stock barang sdh habis msh dipajang dietalase|5
6090|Bukalapak Oyee...|Saya pelanggan setia Bukalapak, hampir tiap bulan saya berbelanja dan hampir sebagian kebutuhan saya mengandalkan Bukalapak, dari tas, sepatu, celana smartphone dll. Selama ini saya tidak pernah dikecewakan Bukalapak. Hanya sebagai masukan semoga pelanggan aktif perlu mendapat apresiasi lebih (kasih souvenir dr Bukalapak semisal Kaos, topi, Jaket dll). Demikian sekilas info, Bukalapak memang Oyeeee....|5
6092|Pilihan Banyak, Sangat Mudah dan Transaksi Aman|Banyak pilihan kebutuhan sehari hari maupun barang kekinian yang tersedia di buka lapak, banyak penjual terpercaya yang kualitasnya oke punya. Pilihan pembayaran pun banyak sehingga memudahkan pembeli untuk melakukan transaksi, dan transaksinya juga di jamin aman dan membuat tenang pembeli.|5
6093|Cukup memuaskan|Untuk pembayaran tolong lebih di upgrade yg via transfer cimb ,agar bisa d transfer via atm bkn cuma via cimb clik atau rekening ponsel cimb .|4
6094|Tidak Mengecewakan|Selama Berbelanja di BukaLapak tidak pernah mengecewakan, barang selalu sesuai dengan pesanan, waktu kirim pun tidak lama, apalagi kalo lagi banyak promo & free ongkir :D, suka banget belanja disini.. sukses terus BL|5
6095|Belanja di Bukalapak sangat menyenangkan dan aman banget.|Setiap belanja di Bukalapak banyak menyajikan fitur nego. Hal ini sangat menyenangkan walaupun nego harga hanya sedikit, tapi yang penting menyenangkan dan fun saja. Saya pernah belanja di Bukalapak dan penjualnya arogan, tetapi manajemen Bukalapak dengan sangat profesional mengembalikan dana saya ke buka dompet saya. Bukalapak luar biasa deh.|5
6096|semoga semakin inovatif|Kita sering mendengar bahwa pembeli adalah raja, saat kita beli barang dan proses konfirmasi dari pelapak nya lama lebih dari dua hari, ini yg seharusnya lebih dipersempit bagaimana jika menjadi satu hari saja, jadi kita sebagai pembeli akan lebih banyak kesempatan utk belanja di pelapak lainnya, bila pelapak yg kita order tidak segera melakukan proses dari pembelian kita. Thanks salam buyer, huda|4
6097|Terbaik|Mantap, order ga pernah mengecewakan... Pembayaran mudah banget jadi gampang Makasi Bukalapak :)|5
6098|saya suka dan puas belanja online di buka lapak|di bukalapak kadang ada selisih harga lebih tinggi dengan situs belanja on line lain , kalau bisa transaksi proses lebih cepat juga , tapi sejauh ini saya suka dengan bukalapak terima kasih|5
6099|Sdh bertahun tahun transaksi via BL.. puas|Dulu kadang ada seller nakal dg kirim no resi aspal.. terus kita lalai mantau.. automatis tercairkan.. sekarang sdh bagus selalu ada notifikasi..|5
6100|Udah kaya pasar segala ada|Harga yang kompetitif,dan jaminan uang kembali.|4
6101|Sangat membantu dan aman|Semua penjual di Bukalapak diberikan rating sehingga kita bisa memilih penjual yang tepat dan secara umum memuaskan, tambahan lagi jaminan uang kembali jika barang tidak sampai dan kemudahan dalam metode pembayaran. Sangat puas, terus tingkatkan. Terima kasih Bukalapak.|5
6102|APA YANG SAYA CARI SEMUA ADA|Tidak perlu keluar rumah tinggal klik cari dapat. selain itu mudah & di jamin Aman 100%|5
6103|Simple Manfaat Berlimpah|Di Bukalapak itu Bisa jualan bisa jadi Penjual.... Dengan kemudahan yg semakin keren.. Soal Klaim barang, Selama ini pelapak juga sangat kooperatif Ayo tingkatkan lagi kenyamanan konsumen ya|5
6104|belanja cepat aman|semua kebutuhan tersedia.pengiriman cepat rapi layanan nyaman.|5
6105|Menyenangkan|Baik nya perusahaan ini macam produknya banyak.trus login nya jga mudah pilihan harga banyak Kurang baikny pilihan kurir exspedisinya kadang2 hanya didominasi oleh satu perusahaan exspedisi saja kl bisa ya setiap pelapak di buka lapak memberikan pilihan perusahaan expedisi nya jd harga ongkir nya bisa bersaing mungkin hal itu saja yg bisa saya review selebih nya bagus semua kok|4
6106|Bagus, gampang bayarnya, aman, simple|Bagusnya banyak notifikasi pemberitahuan progress pembelian, buruknya terkadang barang diterima tidak sesuai..|5
6107|Bukalapak lebih terpecaya dan aman dlm bertransaksi trims|Bukalapak aman dan terpecaya|5
6108|selama belanja di bukalapak, selalu lancar dan tepat waktu.|Transaksi sangat mudah dengan kartu kredit.|5
6109|Sistem Pembayaran Yang OK|Saya suka Bukalapak karena sistem pembayarannya yang bagus, selain itu banyak sekali kebutuhan yang dijual disitu. Menu Nego juga sangat membantu apabila harga barang dirasa terlalu mahal.. Sukses Bukalapak :)|5
6110|Transaksi aman dan jaminan 100% uang kembali|Sering belanja disini karena aman jika pelapaknya ramah dan cepat barang segera sampai, jika barang tidak dikirim uang kembali|5
6111|banyak pilihan produk|menyediakan berbagai produk dengan berbagai pilihan produsen. metode pembayaran simple, mudah dimengerti dan aman.|5
6112|Bukalapak the best|Yg paling saya suka bukalapak dan pelapak apa adanya.. Terbuka, jujur.. Apa lagi kalo barang yang kita pesan habis atau ga ada.. Kita ga perlu kehilangan uang.. 100% uang kembali utuh.. Bukalapak, pelapak Top markotop..|5
6113|Luarbiasa bagus|Sangat baik dimana buka lapak selalu memberikan kepuasan bagi pelangan. Yang jelas tidak ada di buka lapak namanya tipu tipu. Adminya juga responya cepat. Masukan saya. Klw bisa lebih baik lagi. Utamanya media pengirimanya yg memeng berkualiatas supaya barang yg sampai di konsumen tidak rusak akibat kurir pengirimanya. Maju teru dan terus ber inofasi dan berkembang Saya dari bali|5
6114|lapaknya komplit, dari barang yang biasa sampai yang langka|lapaknya komplit, belanja aman, harga di gelar jadi bisa cari harga termurah di tambah lagi ada fafilitas nego harga dan diskon. makasih buka lapak.|4
6115|Bukalapak Emang TOP MARKOTOP :)|Bukalapak memberikan bukti bukan janji.... TOP MARKOTOP....|5
6116|Online shop terbaik|Salah satu online shop terbaik menurut saya, recomended banget lah pokonya.|5
6117|Sangat aman dan murah|Berbelanja di bukalapak sangat mudah,aman dan murah apalagi ada aplikasi nego jadi tambah murah|4
6118|Bagus|Blanja sangt mudah ga harus kluar rumah makasih bukalapak|5
6119|Hebat|Transaksi mudah aman dan terpercaya|5
6120|Transaksi Lebih Aman dan Menjamin|Semua ada di buka lapak. yang tidak baik, ketika pesan QTY lebih dari 1, ongkirnya juga di kali lebih dari 1. padahal harganya sama.|4
6121|aman|aman jika transaksi dan ada jaminan uang kembali tetapi masih banyak pelapak yg slow respon|5
6122|PILIHAN BARANG BANYAK|Transaksi aman dan mudah,,,harga juga miring dan bisa nego....|5
6123|CS BUKALAPAK KURANG RESPON DAN KURANG TEGAS|"SAYA SUDAH MENGAJUKAN KOMPLIN PEMBELIAN BARANG DARI PELAPAK "" MISTER GADGET"" YG DARI TANGGAL 2 JANUARI LAPORAN DIKIRIM SAMPAI SAAT DAN DETIK INI BARANG SAYA BELUM SAMPAI, SEDANGKAN RESI YG DIBERIKAN PELAPAK TIDAK VALID/PALSU DAN ITUPUN SUDAH 3X GANTI RESI. SUDAH BERULANG-ULANG KALI, BAHKAN SAYA SAMPAI LUPA BERAPA KALINYA SAYA MENYAMPAIKAN KE CS BUKALAPAK, TAPI JAWABAN DARI CS BUKALAPAK DISURUH MENUNGGU SELAMA 1X24 JAM, SEDANGKAN JIKA DIHITUNG SEMENJAK TANGGAL TERSEBUT SAYA SUDAH MENUNGGU BERAPA KALI 1X 24 JAMNYA?????? MOHON PERMASALAHAN SEPERTI INI DISELESAIKAN DAN DITINDAKLANJUTI DENGAN BIJAK. TERIMA KASIH!"|5
6124|TOP e-comerce|Bukalapak adalah salah satu pelopor e-comerce yg menyuguhkan kemudahan,keamanan dan kepercayaan berbelanja.. dan gilanya lg..saat ini hampir seluruh kebutuhan yg dicari sudah tersedia di bukalapak TOP|5
6125|pertahankan harga yang murah tapi berkualitas|cepat, murah dan berkualitas|4
6126|is good e-commerch|sangat cukup baik untuk pembelian apapun. dari tingkat kepercayaan, barang yang dikirim dan kerjasama antar lapak. saran: kalau bisa di cek kembali kepada lapak-lapaknya, sebab ada lapak yang mungkin mengirim barang yang kurang baik atau tidak sesuai dan juga lapak yang telat mengirim. kalau bisa berdiskusi ataupun kasih peringatan kepada lapak yang kurang baik.|5
6127|Puas|Belum pernah kecewa.belum pernah kembalikan barang dan minta uang kembali.kalau pengiriman kadang agak lama kerena luar kota maklum.|5
6128|mudah dalam transaksi, jaminan 100% uang kembali.....|......mudah dalam transaksi, jaminan 100% uang kembali. Banyak pilihan lapak untuk belanja, tampilan web yang bersahabat......|5
6129|Terbaik|Tak perlu risau bertransaksi di Bukalapak. Aman dan tidak ada penipuan. Sukses selalu Bukalapak|5
6130|mudah dan terpercaya|mudah dalam transaksi, jaminan 100% uang kembali. Banyak pilihan lapak untuk belanja.|4
6131|Jika order dicancel uang kembali|Performa cukup baik|5
6132|Yang ada disini, sebagian besar merupakan trusted seller.|Tambahkan fitur-fitur menarik, seperti metode Cash on Delivery (pembayaran di tempat) untuk pembelian barang. Dan tolong lebih diperbanyak lagi untuk kerjasama dengan Bank dan gerai-gerai pembayaran sebagai media transaksi.|5
6133|Bagus,Mudah,Cepat,dan Aman|Sangat mudah untuk mencari kebutuhan di Bukalapak, hampir semua kebutuhan ada di Bukalapak|5
6134|terpercaya|mudah , cepat dan terpercaya|5
6135|DIJAMIN TIDAK KECEWA 100%|Barang yang Saya pesan selalu sesuai keinginan dan pas dengan kualitas Good jangan sampai kecewakan Customer Pertahankan|5
6136|Mantap jaya|Lengkap|5
6137|Trusted. Bisa dipercaya|Saran pelapak diusahakan se-terpercaya Buka Lapak akan lebih baik lagi|5
6138|Sangat mudah, aman, cepat|Metode pembayaran yang sangat luas, menjamin 100% tidak ada unsur penipuan, barang pun langsung dikirim sekarang atau besok ya kalo lama itu jasa ppegirimannya :D|5
6139|BL pokoknyaa Okeee dah!|Pembelian terpercaya...selalu ada solusi positif bila ada problem! Soo...Bukalapak Always!|5
6140|Lengkap, Mudah, Banyak Promonya dan Aman|Memuaskan..|5
6142|MAKIN SUKSES SELALU|CEPAT PELAYANANYA|5
6143|Mantapp|Situs belanja online paling aman|5
6144|SEMPURNA!|PENGUMUMAN telah ditemukan, tempat belanja online yang aman da terpercaya. sayangnya, belum ada point-rewards untuk pelanggan yg sering berbelanja...|5
6145|banyak isinya|semoga isinya bisa lebih banyak lagi|4
6146|Mudah dan Terpercaya|Memudahkan kita untuk bertransaksi (Bagi penjual atau Pembeli) karena sistem yang aman, Jadi pelapak ataupun pembeli merasa nyaman bertransaksi|5
6147|sangat membantu untuk masyarakat kecil/ menengah bawah|sangat membantu masyarakat kecil / menengah bawah untuk menambah penghasilan mereka, meningkatkan taraf hidup dengan berjualan, merubah[inappropriate content removed]pikir pekerja menjadi wirausaha, dapat menciptakan lapangan pekerjaan untuk masyarakat sekitar sukses terus bukalapak, semoga sukses juga untuk para pedagang kecil..|5
6148|Lapak terlengkap|Lapak terlengkap yang ada di Indonesia dengan akses termudah (bisa via komputer atau smart phone). Cuma sayang ada beberapa pelapak yang tidak aktif. mohon buka lapak selalu melakukan updating untuk pelapak yang tidak aktif. sehingga pada pembeli tidak terlanjur membeli kepada pelapak yang tidak aktif.|4
6149|Top deh|Aku suka banget sama BukaLapak, daftar barang lengkap banyak pilihan, cepat direspon, pesanan cepat tiba dan semua pesanan, dan pengalaman saya selama belanja di bukalapak uang kembali bila pesanan gagal. trus ada fitur bisa nego harganya, kalau bisa negonya jangan di KORTING dikit dong...thx BUKALAPAK|5
6150|Very usefull|Bukalapak helps me a lot. You can trust this site to buy your needs without going outside.|5
6152|Aplikasi e-commerce terbaik|Transaksi Aman dan Mudah Sangat mudah untuk menjual barang di Bukalapak. Ketika pembeli ingin melakukan pemesanan bisa chat langsung dengan pelapak. Transaksinya juga aman bagi pelapak.|5
6153|membantu para pelaku wirausaha untuk memasarkan produknya|membantu para pelaku wirausaha untuk memasarkan dan meningkatkan penjualan produknya. dan memberi inspirasi dan motivasi para pemuda untuk membuka usaha mandiri dengan fitur-fitur yang ada di BukaLapak.com, untuk kekurangannya saya bingung mencari kekurangannya, hahaha|5
6154|suka banget belanja di bukalapak. cepat pelayanannya|warna latar belakang dicerahin dong... suka banget sekarang ada webinar... biar gak hanya belanja aja tp juga bisa jualan...tks bukalapak|5
6156|SIP|Sip, slama pernah ada masalah.... cuma kadang kalo pesan barang lebih dari 5kg masih berat di ongkos kirim. btw keamanan dan kenyamanan tetep Recommended banget.|5
6157|BUKALAPAK BUKAN LAPAK SEMBARANG LAPAK|mudah mencari barang item per item, cepat pelayanannya & aman. hanya pernah 2x dapat barang yg tdk sesuai kualitas nya & 1x isi nya tdk sesuai. tapi saya gak mau ribet dengan perdebatan dalam diskusi. jadi terima saja. INTINYA BUKALAPAK: mudah mencari barang item per item, cepat pelayanannya & aman|5
6158|sangat rekomended|sangat baik karena bisa memudahkan pembeli dalam order barang. ga baiknya sekali sebulan voucher dong heheeee|5
6159|Suka Banget !!!|Aku suka banget sama BukaLapak, ada fitur bisa nego harganya, dan yang pasti pengirimannya cepat dan kalo misalnya gak ada barangnya di kembalikan uangnya..|5
6160|Kemudahan transaksi. Apa saja ada. Jaminan transaksi.|Mau cari barang apapun pasti ada di sini. Pilihan barang dengan harga sesuai kantong! Transaksi dijamin aman oleh BukaLapak.|5
6161|aman,cepat,memuaskan|pernah salah input nominal harga,,tp csnya sangat membantu dan tanggap akan keluhan customer|5
6162|puas|ga nyesel belanja di bukalapak, ada jaminan jika tidak sesuai barang dan pengembalian barang ga ribet beda sama tetangga yg ribet.|5
